name,country,gender,birth_year
Martin T. Barlow,United Kingdom,male,1953
G. Mike Reed,United States of America,male,
Lenhard Ng,United States of America,male,1976
Nassif Ghoussoub,Canada,male,1953
Richard Rado,Germany,male,1906
Victor Mazurov,,male,1943
Robert Wayne Thomason,United States of America,male,1952
Arthur Moritz Schoenflies,Germany,male,1853
Gunnar Carlsson,Sweden,male,1952
Wolfgang Heinrich Johannes Fuchs,Germany,male,1915
Rehuel Lobatto,Netherlands,male,1797
Herbert Douglas Anthony,,male,1892
Gheorghe Moroșanu,Romania,male,1950
Julia F. Knight,United States of America,female,1940s
Victor Anatolyevich Vassiliev,"Soviet Union, Russia",male,1956
Konstantinos Tzechanis,Albania,male,1740
Melanie Wood,United States of America,female,1981
Akihiro Kanamori,United States of America,male,1948
Patricia E. Bauman,United States of America,female,
Adriano Garsia,"Italy, United States of America",male,1928
Joachim von zur Gathen,Germany,male,1950
Maciej Zworski,"Poland, United States of America",male,1963
David Allan Spence,New Zealand,male,1926
Rudolf Lipschitz,Germany,male,1832
Michael Minovitch,United States of America,male,1935
Muzio Oddi,,male,1569
Rosalind Tanner,United Kingdom,female,1900
Leopold Vietoris,Austria,male,1891
Roger Fletcher (mathematician),United Kingdom,male,1939
Alexander Skopin,Russia,male,1927
Clarence Raymond Adams,United States of America,male,1898
Gersonides,France,male,1288
M. S. Narasimhan,India,male,1932
Vittorio Castellano,,male,1909
Leon Birnbaum,Romania,male,1918
Kalyan Bidhan Sinha,,male,1944
Gábor Szegő,Hungary,male,1895
Carolyn A. Maher,,female,
Maria J. Esteban,France,female,1956
Giambattista Benedetti,Republic of Venice,male,1530
Artur Avila,"Brazil, France",male,1979
Frederick Mosteller,United States of America,male,1916
Henry Landau,United States of America,male,
Nina Uraltseva,Russia,female,1934
Lancelot Stephen Bosanquet,United Kingdom,male,1903
John R. Womersley,,male,1907
John Napier,Kingdom of Scotland,male,1550
George Dantzig,United States of America,male,1914
Lajos Takács,United States of America,male,1924
Robert J. Frey,United States of America,male,
Tobias Dantzig,United States of America,male,1884
Jean-Loup Waldspurger,France,male,1953
Derrick Norman Lehmer,United States of America,male,1867
Benedict Gross,United States of America,male,1950
Nick Wormald,Australia,male,1900
Esmail Babolian,Iran,male,
Shimshon Amitsur,Israel,male,1921
Johannes Widmann,Germany,male,1460
Joseph Sgro,United States of America,male,1949
Leo Perutz,"Austria, Israel",male,1882
Lokenath Debnath,,,
Thomas Meredith,,male,1777
Nathanael Carpenter,,male,1589
Arjen Lenstra,Kingdom of the Netherlands,male,1956
Karel Slavíček,,male,1678
Sergei K. Godunov,"Soviet Union, Russia",male,1929
Jacques-Louis Lions,France,male,1928
Kikuchi Dairoku,"Empire of Japan, Japan",male,1855
Naum Akhiezer,"Russian Empire, Soviet Union",male,1901
Danny Calegari,"United States of America, Australia",male,1972
Nicholas Saunderson,United Kingdom,male,1682
Alexander Doniphan Wallace,United States of America,male,1905
Karl Mikhailovich Peterson,Russian Empire,male,1828
Andrew Prentice,Australia,male,
Nikolaus Hofreiter,Austria,male,1904
Brian Rotman,United Kingdom,male,1938
Richard Lipton,United States of America,male,1946
Jean-Louis Loday,France,male,1946
Śrīpati,,male,1019
Rajagopalan Parthasarathy,India,male,
Dominique Picard,,female,
Nathaniel Bliss,United Kingdom,male,1700
Kaisa Nyberg,Finland,female,1948
Frank A. Stevenson,Norway,male,1970
Ahmad Nahavandi,Iran,male,
Jānis Vucāns,Latvia,male,1956
Bronwyn Harch,Australia,female,1969
Erich Leo Lehmann,United States of America,male,1917
Robert Simson,United Kingdom,male,1687
Dag Tjøstheim,Norway,male,1945
K. S. S. Nambooripad,,male,1935
Neal Koblitz,United States of America,male,1948
Mohamed H.A. Hassan,Egypt,male,1947
Karsten Grove,,male,1900
Pieter Nieuwland,Netherlands,male,1764
Neithalath Mohan Kumar,,male,1951
Alexander Givental,"United States of America, Soviet Union",male,1958
Richard Elman (mathematician),United States of America,male,
Sergei Natanovich Bernstein,"Soviet Union, Russian Empire",male,1880
Ed Pegg Jr.,United States of America,male,1963
Theophil Friedrich Christen,Switzerland,male,1873
Venkat Chandrasekaran,United States of America,male,
Endre Boros,United States of America,male,1953
Hans Rademacher,Germany,male,1892
John Winthrop (educator),United States of America,male,1714
Yurii Nesterov,Russia,male,1956
Sylvia Richardson,,female,
Jonas Moore,,male,1617
Leo Moser,Canada,male,1921
Paul Sophus Epstein,United States of America,male,1883
Gerhard Gentzen,"German Empire, Weimar Republic, Nazi Germany",male,1909
Wilhelm Süss,"German Empire, Weimar Republic, Nazi Germany, Germany",male,1895
Dima Grigoriev,Soviet Union,male,1954
Samuel Vince,United Kingdom,male,1749
Sven Erlander,Sweden,male,1934
Francesco Cetti,,male,1726
Hermann Kinkelin,"Germany, Switzerland",male,1832
Victor Klee,United States of America,male,1925
Johannes Mollerup,Denmark,male,1872
Alan Baker (mathematician),United Kingdom,male,1939
George Andrews (mathematician),United States of America,male,1938
Zeng Jiongzhi,China,male,1898
Carla Savage,United States of America,female,
George Herbert Swift Jr,United States of America,male,1926
Mina Aganagic,,female,
Gauss Moutinho Cordeiro,Brazil,male,1952
Ian Wanless,,male,
Harold R. Parks,United States of America,male,1949
Jacques Vallée,"France, United States of America",male,1939
Naum Ya. Vilenkin,Soviet Union,male,1920
Robert Osserman,United States of America,male,1926
Johann Georg Tralles,Germany,male,1763
Harold A. Linstone,United States of America,male,1924
Andrew Searle Hart,,male,1811
Paul Schupp,United States of America,male,1937
Zsolt Baranyai,Hungary,male,1948
Ernst Behm,Germany,male,1830
Christian Wurstisen,Switzerland,male,1544
Géza Fodor (mathematician),Hungary,male,1927
Charles Xavier Thomas,France,male,1785
Harald Garcke,Germany,male,1963
Oenopides,,male,
Bengt Beckman,,male,1925
Sofia Kovalevskaya,"Russian Empire, Sweden",female,1850
Jean Cavaillès,France,male,1903
Alexander Soifer,United States of America,male,1948
Friedrich Schottky,Germany,male,1851
Robert Lee Moore,United States of America,male,1882
Irving Kaplansky,"Canada, United States of America",male,1917
Zoltán Pál Dienes,"Hungary, United Kingdom, Canada",male,1916
Jacobus Verhoeff,Kingdom of the Netherlands,male,1927
Anil Kumar Gain,,male,1919
Florence Lewis,,female,
Norman Shapiro,United States of America,male,1932
Michèle Vergne,France,female,1943
Beatrice Aitchison,,female,
Robert Recorde,Wales,male,1512
Volodymyr Mazorchuk,,male,1972
Ritabrata Munshi,,male,1976
Simon Kuznets,"United States of America, Russian Empire",male,1901
Johann Lantz,,male,1564
Elisha Netanyahu,Israel,male,1912
Ding Shisun,"""Peoples Republic of China""",male,1927
Stathis Zachos,,male,1947
Pliny Chase,United States of America,male,1820
Hieronymus Schreiber,Germany,male,1500
Renfrey Potts,Australia,male,1925
Guillaume le Roberger de Vausenville,,male,1701
Cassius Jackson Keyser,United States of America,male,1862
Mauro Picone,Italy,male,1885
Abu Said al-Darir al-Jurajani,Iran,male,
Karl Strehl,Germany,male,1864
Giuseppe Pompilj,Italy,male,1913
Harald Grobner,Austria,male,1980
William Ruggles,United States of America,male,
K. R. Parthasarathy (graph theorist),,male,
Vadym Adamyan,"Soviet Union, Ukraine",male,1938
Henry Owen,,male,1716
Kevin J. Sharpe,,male,1950
Juana Inés de la Cruz,Mexico,female,1648
James Gray (mathematician),,male,1876
John Tukey,United States of America,male,1915
Dorian M. Goldfeld,United States of America,male,1947
John Sturgeon Mackay,,male,1843
Nathan Fine,United States of America,male,1916
Charles Hutton,United Kingdom,male,1737
Hippasus,,male,500
Eberhard Knobloch,Germany,male,1943
Philip Hartman,United States of America,male,1915
Irving Stringham,United States of America,male,1847
Ramachandran Balasubramanian,India,male,1951
Louis Nirenberg,Canada,male,1925
Hendrik Lenstra,Kingdom of the Netherlands,male,1949
Giovanni Padovani,,male,1512
Michelle L. Wachs,United States of America,female,1952
Phyllis Nicolson,United Kingdom,female,1917
Giuseppe Veronese,Kingdom of Italy,male,1854
Giovanni Veronese,,male,
Emmanuel Candès,France,male,1970
Haim Gaifman,,male,1934
Sheila Tinney,Ireland,female,1918
Michael E. Taylor,United States of America,male,1946
Israel Gohberg,"Soviet Union, Israel",male,1928
Everett C. Dade,United States of America,male,
Philip Dawid,,male,1946
Nigel Higson,Canada,male,1963
Jan Brożek,Poland,male,1585
Jeffrey Adams (mathematician),United States of America,male,1955
Taj Haider,Pakistan,male,1942
Martin J. Newell,,male,1910
Florimond de Beaune,France,male,1601
Francis Scheid,United States of America,male,1920
Bartolomeo Sovero,,male,1576
Lock Yue Chew,,male,
Charles Herschel Sisam,,male,1879
Julia Pevtsova,,female,
Henry Gordon Rice,United States of America,male,1920
Vincent Rijmen,Belgium,male,1970
Margaret Millington,United Kingdom,female,1944
Friedrich Otto Rudolf Sturm,Germany,male,1841
Javier González Garza,Mexico,male,1945
Matthias Kreck,Germany,male,1947
Nachman Aronszajn,United States of America,male,1907
Zeev Nehari,United States of America,male,1915
Richard Norwood,,male,1590
Cesare Burali-Forti,Kingdom of Italy,male,1861
Hans Föllmer,Germany,male,1941
Charles Angas Hurst,Australia,male,1923
Günter Harder,Germany,male,1938
Arif Zaman,"Pakistan, United States of America",male,
Edgar Krahn,"Russian Empire, Republic of Estonia (1918–1940), Soviet Union",male,1894
William Menasco,,male,
Harald Cramér,Sweden,male,1893
David Guest (communist),,male,1911
Valery Glivenko,"Russian Empire, Soviet Union",male,1896
Homersham Cox,United Kingdom,male,1821
George Jerrard,United Kingdom,male,1804
Gaston Julia,France,male,1893
Yves Marie André,France,male,1675
Ahmes,Egypt,male,-1680
John Lott (mathematician),United States of America,male,1959
Ioan Dzițac,Romania,male,1953
René Schoof,Kingdom of the Netherlands,male,1955
Isabel Hubard Escalera,,female,
William Thomas Fletcher,United States of America,male,
Paul Gage,,male,
Sergiu Klainerman,United States of America,male,1950
Raphaël Rouquier,France,male,1969
Shri K. Singh,United States of America,male,
Shokichi Iyanaga,Japan,male,1906
Waleed Al-Salam,,male,1926
Mian Mohammed Sharif,,male,1949
Lee Lorch,United States of America,male,1915
Harold Jeffreys,United Kingdom,male,1891
André Warusfel,France,male,1936
Antoine Deidier,,male,1670
Mourad Ismail,United States of America,male,1944
Elazar ben Tsedaka ben Yitzhaq,,male,1927
Preda Mihăilescu,Romania,male,1955
Colette Moeglin,France,female,1953
Nicolaus Reimers,Germany,male,1551
Nicolas Guisnée,,male,1680
Anna Rönström,,female,1847
Herta Freitag,United States of America,female,1908
Gaspard-Gustave Coriolis,France,male,1792
Bradley Efron,United States of America,male,1938
Amelia Haviland,,female,
Charles L. Reason,United States of America,male,1818
Marie-Louise Dubreil-Jacotin,France,female,1905
William Farr,United Kingdom,male,1807
Arran Fernandez,United Kingdom,male,1995
Harold Davenport,United Kingdom,male,1907
Olga Taussky-Todd,Austria,female,1906
Eduard Zehnder,Switzerland,male,1940
Olaf Helmer,Germany,male,1910
Nathaniel Torporley,United Kingdom,male,1564
Elisabeth M. Werner,United States of America,female,
Jean Leray,France,male,1906
Nalin de Silva,Sri Lanka,male,1944
David Eugene Smith,United States of America,male,1860
August Davidov,Russian Empire,male,1823
Wei Zhang (mathematician),"""Peoples Republic of China""",male,1981
Eleazar Chisma,,male,0
Stefan E. Warschawski,Kingdom of the Netherlands,male,1904
Claude E. Robinson,United States of America,male,1900
Sy Friedman,United States of America,male,1953
Rudolf Ahlswede,Germany,male,1938
Charles Madison Sarratt,,male,1888
András P Huhn,Hungary,male,1947
Arthur J. Lohwater,United States of America,male,1922
Samuel S. Wilks,United States of America,male,1906
Czesław Ryll-Nardzewski,Poland,male,1926
Norbert Wiener,United States of America,male,1894
Brian Alspach,United States of America,male,1938
Oleg Nagornov,,male,1956
Louis François Antoine Arbogast,France,male,1759
Clarence F. Stephens,United States of America,male,1917
Michael M. Richter,Germany,male,1938
Prakash Belkale,United States of America,male,1900
Myhailo Yadrenko,"Ukraine, Soviet Union",male,1932
L. M. Milne-Thomson,,male,1891
Giuseppe Mingione,Italy,male,1972
Vittorio Francesco Stancari,,male,1678
Elliott H. Lieb,United States of America,male,1932
R. Stanton Hales,United States of America,male,1942
Wiktor Eckhaus,Kingdom of the Netherlands,male,1930
Svitlana Mayboroda,,female,1981
Skënder Gjinushi,Albania,male,1949
Philippe Michel,France,male,1969
Ernst Eduard Wiltheiss,German Empire,male,1855
Boethius,Ostrogothic Kingdom,male,480
William Whiston,United Kingdom,male,1667
Chandrashekhar Khare,"United States of America, India",male,1967
William Jones (mathematician),"Kingdom of England, Kingdom of Great Britain",male,1675
David Trotman,France,male,1951
Mikhail Khovanov,"Soviet Union, United States of America",male,1972
Alain Glavieux,France,male,1949
Anne Penfold Street,Australia,female,1932
Vera T. Sós,Hungary,female,1930
Thoralf Skolem,Norway,male,1887
Srđan Ognjanović,,male,
Germund Dahlquist,Sweden,male,1925
Alex Wilkie,United Kingdom,male,1948
Eléna Wexler-Kreindler,Romania,female,1931
Dennis Babbage,United Kingdom,male,1909
Eduard Ritter von Weber,Germany,male,1870
Daniel Santbech,Netherlands,male,1500
E. W. Hobson,United Kingdom,male,1856
Miggy Biller,,female,
Daniela Kühn,Germany,female,1973
Luigi Fantappiè,"Italy, Brazil",male,1901
Harald Bergström,Sweden,male,1908
John Charles Burkill,United Kingdom,male,1900
William Mann (mathematician),,male,1920
Daniel Edwin Rutherford,United Kingdom,male,1906
George Anderson (mathematician),,male,
Louis Napoleon George Filon,France,male,1875
Helmut H. Schaefer,Germany,male,1925
Manfred Einsiedler,Austria,male,1973
André Pochan,France,male,1891
Otto Stolz,Austria,male,1842
Luís Teixeira,Portugal,male,
Arthur Young (writer),United Kingdom,male,1741
Rodion Kuzmin,"Russian Empire, Soviet Union",male,1891
Ernst Peschl,Germany,male,1906
Zhu Shijie,China,male,1249
Heinz Prüfer,Germany,male,1896
Alfio Quarteroni,Italy,male,1952
Isaac Milner,United Kingdom,male,1750
Freeman Dyson,"United Kingdom, United States of America",male,1923
Balázs Szegedy,,male,1900
Czesław Olech,Poland,male,1931
Tamás Hausel,Hungary,male,1972
Shea Zellweger,,male,1925
Václav Láska,Poland,male,1862
Dan-Virgil Voiculescu,Romania,male,1949
Jean Paul de Gua de Malves,France,male,1710
Webster Wells,United States of America,male,
Frank Lauren Hitchcock,United States of America,male,1875
Peter Onumanyi,Nigeria,male,1951
Paul Funk,Austria,male,1886
Nairi Sedrakyan,,male,
T. Tony Cai,,male,1967
Hans J. Reiter,Austria,male,1921
Nikolay Nekhoroshev,"Soviet Union, Russia",male,1946
Iacopo da San Cassiano,,male,1395
Autolycus of Pitane,,male,-360
Yurii Dmitrievich Sokolov,Soviet Union,male,1896
Ivan Gutman,Yugoslavia,male,1947
Oskar Perron,Germany,male,1880
Boris Rozovsky,United States of America,male,1945
Jacob Theodor Klein,Polish–Lithuanian Commonwealth,male,1685
James Henry Taylor,United States of America,male,1893
Andrei Toom,,male,1942
Charles Labelye,Switzerland,male,1705
Peter B. Gilkey,United States of America,male,1946
Sergio Campanato,Italy,male,1930
Henri Fehr,Switzerland,male,1870
Samuel Goldman,,male,1912
Olav Kallenberg,Sweden,male,1939
Frederik Schuh,Kingdom of the Netherlands,male,1875
Henry Briggs (mathematician),United Kingdom,male,1561
Michael Scot,Scotland,male,1175
Ignatz Mühlwenzel,,male,1690
Wilhelm Specht,Germany,male,1907
Seymour Papert,"South Africa, United States of America",male,1928
Federico Amodeo,Italy,male,1859
Pietro Cataldi,Italy,male,1552
Edward Baylis,,male,1791
Florian Pop,Romania,male,1952
Zygmunt Janiszewski,Poland,male,1888
Rudolf Benesh,United Kingdom,male,1916
A. A. Krishnaswami Ayyangar,India,male,1892
Carlo Rosati,Kingdom of Italy,male,1876
David Crighton,United Kingdom,male,1942
Jean-Paul Bergeron,,male,
Leon Henkin,United States of America,male,1921
Stephen Gull,,male,
Antonio Maria Lorgna,,male,1735
Robert Vallée,France,male,1922
Ferdinand Rudio,Germany,male,1856
